_REF_DATE_,GEO,DGUID,Statistic,Expenditures,UOM,VALUE
2011,Saskatchewan,2016A000247,Average expenditure per household,Stock and bond commissions,Dollars,
2010,Saskatchewan,2016A000247,Average expenditure per household,Brokerage fees and other similar services,Dollars,
2012,Saskatchewan,2016A000247,Average expenditure per household,Brokerage fees and other similar services,Dollars,
2012,Saskatchewan,2016A000247,Average expenditure per household,"Forfeit of deposits, fines, and money lost or stolen",Dollars,
2012,Saskatchewan,2016A000247,Average expenditure per household,Other goods and services,Dollars,
2013,Saskatchewan,2016A000247,Average expenditure per household,Other goods and services,Dollars,
2014,Saskatchewan,2016A000247,Average expenditure per household,Other goods and services,Dollars,
2015,Saskatchewan,2016A000247,Average expenditure per household,Other goods and services,Dollars,
2016,Saskatchewan,2016A000247,Average expenditure per household,Other goods and services,Dollars,
2017,Saskatchewan,2016A000247,Average expenditure per household,Other goods and services,Dollars,
2012,Saskatchewan,2016A000247,Average expenditure per household,Discounts and refunds,Dollars,
2013,Saskatchewan,2016A000247,Average expenditure per household,Discounts and refunds,Dollars,
2014,Saskatchewan,2016A000247,Average expenditure per household,Discounts and refunds,Dollars,
2015,Saskatchewan,2016A000247,Average expenditure per household,Discounts and refunds,Dollars,
2016,Saskatchewan,2016A000247,Average expenditure per household,Discounts and refunds,Dollars,
2017,Saskatchewan,2016A000247,Average expenditure per household,Discounts and refunds,Dollars,
2011,Saskatchewan,2016A000247,Average expenditure per household,Other general expenditures,Dollars,
2012,Saskatchewan,2016A000247,Average expenditure per household,Other general expenditures,Dollars,
2013,Saskatchewan,2016A000247,Average expenditure per household,Other general expenditures,Dollars,
2014,Saskatchewan,2016A000247,Average expenditure per household,Other general expenditures,Dollars,
2015,Saskatchewan,2016A000247,Average expenditure per household,Other general expenditures,Dollars,
2016,Saskatchewan,2016A000247,Average expenditure per household,Other general expenditures,Dollars,
2017,Saskatchewan,2016A000247,Average expenditure per household,Other general expenditures,Dollars,
2012,Saskatchewan,2016A000247,Average expenditure per household,Annuity contracts and transfers to RRIFs,Dollars,
2015,Saskatchewan,2016A000247,Average expenditure per household,Annuity contracts and transfers to RRIFs,Dollars,
2016,Saskatchewan,2016A000247,Average expenditure per household,Annuity contracts and transfers to RRIFs,Dollars,
2017,Saskatchewan,2016A000247,Average expenditure per household,Annuity contracts and transfers to RRIFs,Dollars,
2012,Saskatchewan,2016A000247,Average expenditure per household,Gifts of money to persons living outside Canada,Dollars,
2017,Saskatchewan,2016A000247,Average expenditure per household,Gifts of money to persons living outside Canada,Dollars,
2012,Saskatchewan,2016A000247,Average expenditure per household,Alimony and child support,Dollars,
2015,Saskatchewan,2016A000247,Average expenditure per household,Alimony and child support,Dollars,
2010,Saskatchewan,2016A000247,Average expenditure per household,All other expenses related to owned living quarters (excluding repairs and maintenance),Dollars,
2011,Saskatchewan,2016A000247,Average expenditure per household,All other expenses related to owned living quarters (excluding repairs and maintenance),Dollars,
2013,Saskatchewan,2016A000247,Average expenditure per household,All other expenses related to owned living quarters (excluding repairs and maintenance),Dollars,
2014,Saskatchewan,2016A000247,Average expenditure per household,All other expenses related to owned living quarters (excluding repairs and maintenance),Dollars,
2016,Saskatchewan,2016A000247,Average expenditure per household,All other expenses related to owned living quarters (excluding repairs and maintenance),Dollars,
2010,Saskatchewan,2016A000247,Average expenditure per household,Tablet computers,Dollars,
2011,Saskatchewan,2016A000247,Average expenditure per household,Tablet computers,Dollars,
2010,Saskatchewan,2016A000247,Average expenditure per household,"Property and school taxes, water and sewage charges for owned secondary residences",Dollars,
2011,Saskatchewan,2016A000247,Average expenditure per household,"Property and school taxes, water and sewage charges for owned secondary residences",Dollars,
2012,Saskatchewan,2016A000247,Average expenditure per household,"Property and school taxes, water and sewage charges for owned secondary residences",Dollars,
2013,Saskatchewan,2016A000247,Average expenditure per household,"Property and school taxes, water and sewage charges for owned secondary residences",Dollars,
2010,Saskatchewan,2016A000247,Average expenditure per household,Electricity and fuel (e.g. natural gas and wood) for owned secondary residences,Dollars,
2011,Saskatchewan,2016A000247,Average expenditure per household,Electricity and fuel (e.g. natural gas and wood) for owned secondary residences,Dollars,
2012,Saskatchewan,2016A000247,Average expenditure per household,Electricity and fuel (e.g. natural gas and wood) for owned secondary residences,Dollars,
2013,Saskatchewan,2016A000247,Average expenditure per household,Electricity and fuel (e.g. natural gas and wood) for owned secondary residences,Dollars,
2010,Saskatchewan,2016A000247,Average expenditure per household,"Communication and home security services, satellite radio and Internet for owned secondary residences",Dollars,
2011,Saskatchewan,2016A000247,Average expenditure per household,"Communication and home security services, satellite radio and Internet for owned secondary residences",Dollars,
2012,Saskatchewan,2016A000247,Average expenditure per household,"Communication and home security services, satellite radio and Internet for owned secondary residences",Dollars,
2013,Saskatchewan,2016A000247,Average expenditure per household,"Communication and home security services, satellite radio and Internet for owned secondary residences",Dollars,
2010,Saskatchewan,2016A000247,Average expenditure per household,E-Book readers,Dollars,
2011,Saskatchewan,2016A000247,Average expenditure per household,E-Book readers,Dollars,
2012,Saskatchewan,2016A000247,Average expenditure per household,E-Book readers,Dollars,
2013,Saskatchewan,2016A000247,Average expenditure per household,E-Book readers,Dollars,
2015,Saskatchewan,2016A000247,Average expenditure per household,E-Book readers,Dollars,
2014,Saskatchewan,2016A000247,Average expenditure per household,Wearable electronic devices,Dollars,
2015,Saskatchewan,2016A000247,Average expenditure per household,Wearable electronic devices,Dollars,
2016,Saskatchewan,2016A000247,Average expenditure per household,Wearable electronic devices,Dollars,
2017,Saskatchewan,2016A000247,Average expenditure per household,Wearable electronic devices,Dollars,
2014,Saskatchewan,2016A000247,Average expenditure per household,Electronic cigarettes and supplies for electronic cigarettes,Dollars,
2015,Saskatchewan,2016A000247,Average expenditure per household,Electronic cigarettes and supplies for electronic cigarettes,Dollars,
2016,Saskatchewan,2016A000247,Average expenditure per household,Electronic cigarettes and supplies for electronic cigarettes,Dollars,
2017,Saskatchewan,2016A000247,Average expenditure per household,Electronic cigarettes and supplies for electronic cigarettes,Dollars,
2012,Alberta,2016A000248,Average expenditure per household,"Fertilizers, herbicides, insecticides, pesticides, soil and soil conditioners",Dollars,
2013,Alberta,2016A000248,Average expenditure per household,"Fertilizers, herbicides, insecticides, pesticides, soil and soil conditioners",Dollars,
2014,Alberta,2016A000248,Average expenditure per household,"Fertilizers, herbicides, insecticides, pesticides, soil and soil conditioners",Dollars,
2017,Alberta,2016A000248,Average expenditure per household,"Fertilizers, herbicides, insecticides, pesticides, soil and soil conditioners",Dollars,
2010,Alberta,2016A000248,Average expenditure per household,"Horticultural services, snow and garbage removal",Dollars,
2012,Alberta,2016A000248,Average expenditure per household,"Horticultural services, snow and garbage removal",Dollars,
2016,Alberta,2016A000248,Average expenditure per household,"Horticultural services, snow and garbage removal",Dollars,
2011,Alberta,2016A000248,Average expenditure per household,Child care in the home (regular and occasional),Dollars,
2012,Alberta,2016A000248,Average expenditure per household,Child care in the home (regular and occasional),Dollars,
2014,Alberta,2016A000248,Average expenditure per household,Child care in the home (regular and occasional),Dollars,
2015,Alberta,2016A000248,Average expenditure per household,Child care in the home (regular and occasional),Dollars,
2016,Alberta,2016A000248,Average expenditure per household,Child care in the home (regular and occasional),Dollars,
2017,Alberta,2016A000248,Average expenditure per household,Child care in the home (regular and occasional),Dollars,
2016,Alberta,2016A000248,Average expenditure per household,"Art, antiques and decorative ware",Dollars,
2013,Alberta,2016A000248,Average expenditure per household,Linens,Dollars,
2012,Alberta,2016A000248,Average expenditure per household,"Other household furnishings (curtains, mirrors and picture frames)",Dollars,
2014,Alberta,2016A000248,Average expenditure per household,"Other household furnishings (curtains, mirrors and picture frames)",Dollars,
2016,Alberta,2016A000248,Average expenditure per household,"Other household furnishings (curtains, mirrors and picture frames)",Dollars,
2011,Alberta,2016A000248,Average expenditure per household,"Room air conditioners, portable humidifiers and dehumidifiers",Dollars,
2016,Alberta,2016A000248,Average expenditure per household,"Room air conditioners, portable humidifiers and dehumidifiers",Dollars,
2017,Alberta,2016A000248,Average expenditure per household,Other electric equipment and appliances (including parts and attachments),Dollars,
2010,Alberta,2016A000248,Average expenditure per household,"Lawn, garden and snow-removal equipment and tools",Dollars,
2010,Alberta,2016A000248,Average expenditure per household,Maintenance and repairs of household furnishings and equipment,Dollars,
2011,Alberta,2016A000248,Average expenditure per household,Maintenance and repairs of household furnishings and equipment,Dollars,
2012,Alberta,2016A000248,Average expenditure per household,Maintenance and repairs of household furnishings and equipment,Dollars,
2013,Alberta,2016A000248,Average expenditure per household,Maintenance and repairs of household furnishings and equipment,Dollars,
2014,Alberta,2016A000248,Average expenditure per household,Maintenance and repairs of household furnishings and equipment,Dollars,
2015,Alberta,2016A000248,Average expenditure per household,Maintenance and repairs of household furnishings and equipment,Dollars,
2016,Alberta,2016A000248,Average expenditure per household,Maintenance and repairs of household furnishings and equipment,Dollars,
2017,Alberta,2016A000248,Average expenditure per household,Maintenance and repairs of household furnishings and equipment,Dollars,
2010,Alberta,2016A000248,Average expenditure per household,Rental of heating equipment,Dollars,
2011,Alberta,2016A000248,Average expenditure per household,Rental of heating equipment,Dollars,
2012,Alberta,2016A000248,Average expenditure per household,Rental of heating equipment,Dollars,
2013,Alberta,2016A000248,Average expenditure per household,Rental of heating equipment,Dollars,
2014,Alberta,2016A000248,Average expenditure per household,Rental of heating equipment,Dollars,
2015,Alberta,2016A000248,Average expenditure per household,Rental of heating equipment,Dollars,
2016,Alberta,2016A000248,Average expenditure per household,Rental of heating equipment,Dollars,
2017,Alberta,2016A000248,Average expenditure per household,Rental of heating equipment,Dollars,
2010,Alberta,2016A000248,Average expenditure per household,Watches (men and boys aged 4 years and over),Dollars,
2016,Alberta,2016A000248,Average expenditure per household,Watches (men and boys aged 4 years and over),Dollars,
2011,Alberta,2016A000248,Average expenditure per household,Jewellery (men and boys aged 4 years and over),Dollars,
2014,Alberta,2016A000248,Average expenditure per household,Jewellery (men and boys aged 4 years and over),Dollars,
2016,Alberta,2016A000248,Average expenditure per household,Jewellery (men and boys aged 4 years and over),Dollars,
2017,Alberta,2016A000248,Average expenditure per household,Jewellery (men and boys aged 4 years and over),Dollars,
2013,Alberta,2016A000248,Average expenditure per household,"Clothing fabric, yarn, thread, and other notions",Dollars,
2014,Alberta,2016A000248,Average expenditure per household,"Clothing fabric, yarn, thread, and other notions",Dollars,
2015,Alberta,2016A000248,Average expenditure per household,"Clothing fabric, yarn, thread, and other notions",Dollars,
2016,Alberta,2016A000248,Average expenditure per household,"Clothing fabric, yarn, thread, and other notions",Dollars,
2017,Alberta,2016A000248,Average expenditure per household,"Clothing fabric, yarn, thread, and other notions",Dollars,
2010,Alberta,2016A000248,Average expenditure per household,Laundromats and self-service dry cleaning,Dollars,
2010,Alberta,2016A000248,Average expenditure per household,"Clothing rental, tailoring, alteration services and other clothing services",Dollars,
2011,Alberta,2016A000248,Average expenditure per household,"Clothing rental, tailoring, alteration services and other clothing services",Dollars,
2012,Alberta,2016A000248,Average expenditure per household,"Clothing rental, tailoring, alteration services and other clothing services",Dollars,
2013,Alberta,2016A000248,Average expenditure per household,"Clothing rental, tailoring, alteration services and other clothing services",Dollars,
2014,Alberta,2016A000248,Average expenditure per household,"Clothing rental, tailoring, alteration services and other clothing services",Dollars,
2015,Alberta,2016A000248,Average expenditure per household,"Clothing rental, tailoring, alteration services and other clothing services",Dollars,
2016,Alberta,2016A000248,Average expenditure per household,"Clothing rental, tailoring, alteration services and other clothing services",Dollars,
2017,Alberta,2016A000248,Average expenditure per household,"Clothing rental, tailoring, alteration services and other clothing services",Dollars,
2015,Alberta,2016A000248,Average expenditure per household,"Vans (including mini-vans, purchase)",Dollars,
2016,Alberta,2016A000248,Average expenditure per household,"Vans (including mini-vans, purchase)",Dollars,
2017,Alberta,2016A000248,Average expenditure per household,"Vans (including mini-vans, purchase)",Dollars,
2010,Alberta,2016A000248,Average expenditure per household,"Accessories for automobiles, vans and trucks",Dollars,
2014,Alberta,2016A000248,Average expenditure per household,Regular fees for leased automobiles,Dollars,
2015,Alberta,2016A000248,Average expenditure per household,Regular fees for leased automobiles,Dollars,
2010,Alberta,2016A000248,Average expenditure per household,"Other costs for leased automobiles, vans and trucks (include down payment and closing costs)",Dollars,
2011,Alberta,2016A000248,Average expenditure per household,"Other costs for leased automobiles, vans and trucks (include down payment and closing costs)",Dollars,
2012,Alberta,2016A000248,Average expenditure per household,"Other costs for leased automobiles, vans and trucks (include down payment and closing costs)",Dollars,
2013,Alberta,2016A000248,Average expenditure per household,"Other costs for leased automobiles, vans and trucks (include down payment and closing costs)",Dollars,
2014,Alberta,2016A000248,Average expenditure per household,"Other costs for leased automobiles, vans and trucks (include down payment and closing costs)",Dollars,
2015,Alberta,2016A000248,Average expenditure per household,"Other costs for leased automobiles, vans and trucks (include down payment and closing costs)",Dollars,
2016,Alberta,2016A000248,Average expenditure per household,"Other costs for leased automobiles, vans and trucks (include down payment and closing costs)",Dollars,
2017,Alberta,2016A000248,Average expenditure per household,"Other costs for leased automobiles, vans and trucks (include down payment and closing costs)",Dollars,
2013,Alberta,2016A000248,Average expenditure per household,"Other automobile, van and truck operation services",Dollars,
2017,Alberta,2016A000248,Average expenditure per household,"Other automobile, van and truck operation services",Dollars,
2010,Alberta,2016A000248,Average expenditure per household,Other local passenger transportation,Dollars,
2014,Alberta,2016A000248,Average expenditure per household,Other local passenger transportation,Dollars,
2010,Alberta,2016A000248,Average expenditure per household,Other inter-city passenger transportation services,Dollars,
2010,Alberta,2016A000248,Average expenditure per household,Health care by general practitioners and specialists,Dollars,
2011,Alberta,2016A000248,Average expenditure per household,Health care by general practitioners and specialists,Dollars,
2014,Alberta,2016A000248,Average expenditure per household,Health care by general practitioners and specialists,Dollars,
2015,Alberta,2016A000248,Average expenditure per household,Health care by general practitioners and specialists,Dollars,
2017,Alberta,2016A000248,Average expenditure per household,Health care by general practitioners and specialists,Dollars,
2010,Alberta,2016A000248,Average expenditure per household,"Hospital care, nursing homes and other residential care facilities",Dollars,
2011,Alberta,2016A000248,Average expenditure per household,"Hospital care, nursing homes and other residential care facilities",Dollars,
2012,Alberta,2016A000248,Average expenditure per household,"Hospital care, nursing homes and other residential care facilities",Dollars,
2013,Alberta,2016A000248,Average expenditure per household,"Hospital care, nursing homes and other residential care facilities",Dollars,
2014,Alberta,2016A000248,Average expenditure per household,"Hospital care, nursing homes and other residential care facilities",Dollars,
2015,Alberta,2016A000248,Average expenditure per household,"Hospital care, nursing homes and other residential care facilities",Dollars,
2016,Alberta,2016A000248,Average expenditure per household,"Hospital care, nursing homes and other residential care facilities",Dollars,
2017,Alberta,2016A000248,Average expenditure per household,"Hospital care, nursing homes and other residential care facilities",Dollars,
2010,Alberta,2016A000248,Average expenditure per household,Non-prescription eye wear and other eye-care goods,Dollars,
2013,Alberta,2016A000248,Average expenditure per household,Non-prescription eye wear and other eye-care goods,Dollars,
2014,Alberta,2016A000248,Average expenditure per household,Non-prescription eye wear and other eye-care goods,Dollars,
2010,Alberta,2016A000248,Average expenditure per household,Fragrance products,Dollars,
2011,Alberta,2016A000248,Average expenditure per household,Fragrance products,Dollars,
2012,Alberta,2016A000248,Average expenditure per household,Fragrance products,Dollars,
2013,Alberta,2016A000248,Average expenditure per household,Fragrance products,Dollars,
2014,Alberta,2016A000248,Average expenditure per household,Fragrance products,Dollars,
2015,Alberta,2016A000248,Average expenditure per household,Fragrance products,Dollars,
2016,Alberta,2016A000248,Average expenditure per household,Fragrance products,Dollars,
2017,Alberta,2016A000248,Average expenditure per household,Fragrance products,Dollars,
2013,Alberta,2016A000248,Average expenditure per household,Disposable diapers,Dollars,
2012,Alberta,2016A000248,Average expenditure per household,"Sports, athletic and recreation equipment and related services",Dollars,
2013,Alberta,2016A000248,Average expenditure per household,"Sports, athletic and recreation equipment and related services",Dollars,
2017,Alberta,2016A000248,Average expenditure per household,"Sports, athletic and recreation equipment and related services",Dollars,
2010,Alberta,2016A000248,Average expenditure per household,Outdoor play equipment and accessories,Dollars,
2011,Alberta,2016A000248,Average expenditure per household,Outdoor play equipment and accessories,Dollars,
2012,Alberta,2016A000248,Average expenditure per household,Outdoor play equipment and accessories,Dollars,
2013,Alberta,2016A000248,Average expenditure per household,Outdoor play equipment and accessories,Dollars,
2014,Alberta,2016A000248,Average expenditure per household,Outdoor play equipment and accessories,Dollars,
2015,Alberta,2016A000248,Average expenditure per household,Outdoor play equipment and accessories,Dollars,
2016,Alberta,2016A000248,Average expenditure per household,Outdoor play equipment and accessories,Dollars,
2017,Alberta,2016A000248,Average expenditure per household,Outdoor play equipment and accessories,Dollars,
2011,Alberta,2016A000248,Average expenditure per household,Video game systems and accessories (excluding for computers),Dollars,
2013,Alberta,2016A000248,Average expenditure per household,Video game systems and accessories (excluding for computers),Dollars,
2014,Alberta,2016A000248,Average expenditure per household,Video game systems and accessories (excluding for computers),Dollars,
2015,Alberta,2016A000248,Average expenditure per household,Video game systems and accessories (excluding for computers),Dollars,
2016,Alberta,2016A000248,Average expenditure per household,Video game systems and accessories (excluding for computers),Dollars,
2017,Alberta,2016A000248,Average expenditure per household,Video game systems and accessories (excluding for computers),Dollars,
2012,Alberta,2016A000248,Average expenditure per household,Art and craft materials,Dollars,
2013,Alberta,2016A000248,Average expenditure per household,Art and craft materials,Dollars,
2016,Alberta,2016A000248,Average expenditure per household,Art and craft materials,Dollars,
2017,Alberta,2016A000248,Average expenditure per household,Art and craft materials,Dollars,
2010,Alberta,2016A000248,Average expenditure per household,Computer software and video game systems,Dollars,
2011,Alberta,2016A000248,Average expenditure per household,Computer software and video game systems,Dollars,
2012,Alberta,2016A000248,Average expenditure per household,Computer software and video game systems,Dollars,
2013,Alberta,2016A000248,Average expenditure per household,Computer software and video game systems,Dollars,
2014,Alberta,2016A000248,Average expenditure per household,Computer software and video game systems,Dollars,
2016,Alberta,2016A000248,Average expenditure per household,Computer software and video game systems,Dollars,
2017,Alberta,2016A000248,Average expenditure per household,Computer software and video game systems,Dollars,
2011,Alberta,2016A000248,Average expenditure per household,Computer supplies and other equipment,Dollars,
2012,Alberta,2016A000248,Average expenditure per household,Computer supplies and other equipment,Dollars,
2014,Alberta,2016A000248,Average expenditure per household,Computer supplies and other equipment,Dollars,
2010,Alberta,2016A000248,Average expenditure per household,Cameras and accessories,Dollars,
2011,Alberta,2016A000248,Average expenditure per household,Cameras and accessories,Dollars,
2012,Alberta,2016A000248,Average expenditure per household,Cameras and accessories,Dollars,
2013,Alberta,2016A000248,Average expenditure per household,Cameras and accessories,Dollars,
2014,Alberta,2016A000248,Average expenditure per household,Cameras and accessories,Dollars,
2015,Alberta,2016A000248,Average expenditure per household,Cameras and accessories,Dollars,
2016,Alberta,2016A000248,Average expenditure per household,Cameras and accessories,Dollars,
2017,Alberta,2016A000248,Average expenditure per household,Cameras and accessories,Dollars,
2011,Alberta,2016A000248,Average expenditure per household,"Collectors' items (e.g. stamps, coins)",Dollars,
2013,Alberta,2016A000248,Average expenditure per household,"Collectors' items (e.g. stamps, coins)",Dollars,
2014,Alberta,2016A000248,Average expenditure per household,"Collectors' items (e.g. stamps, coins)",Dollars,
2015,Alberta,2016A000248,Average expenditure per household,"Collectors' items (e.g. stamps, coins)",Dollars,
2011,Alberta,2016A000248,Average expenditure per household,Other recreational equipment and related services,Dollars,
2012,Alberta,2016A000248,Average expenditure per household,Other recreational equipment and related services,Dollars,
2013,Alberta,2016A000248,Average expenditure per household,Other recreational equipment and related services,Dollars,
2014,Alberta,2016A000248,Average expenditure per household,Other recreational equipment and related services,Dollars,
2015,Alberta,2016A000248,Average expenditure per household,Other recreational equipment and related services,Dollars,
2016,Alberta,2016A000248,Average expenditure per household,Other recreational equipment and related services,Dollars,
2017,Alberta,2016A000248,Average expenditure per household,Other recreational equipment and related services,Dollars,
2017,Alberta,2016A000248,Average expenditure per household,Blu-ray players,Dollars,
2014,Alberta,2016A000248,Average expenditure per household,DVD players,Dollars,
2017,Alberta,2016A000248,Average expenditure per household,DVD players,Dollars,
2017,Alberta,2016A000248,Average expenditure per household,"Pre-recorded media, music downloads and blank audio and video media",Dollars,
2012,Alberta,2016A000248,Average expenditure per household,Home entertainment services,Dollars,
2013,Alberta,2016A000248,Average expenditure per household,Home entertainment services,Dollars,
2014,Alberta,2016A000248,Average expenditure per household,Home entertainment services,Dollars,
2015,Alberta,2016A000248,Average expenditure per household,Home entertainment services,Dollars,
2016,Alberta,2016A000248,Average expenditure per household,Home entertainment services,Dollars,
2017,Alberta,2016A000248,Average expenditure per household,Home entertainment services,Dollars,
2012,Alberta,2016A000248,Average expenditure per household,Rental of video media,Dollars,
2013,Alberta,2016A000248,Average expenditure per household,Rental of video media,Dollars,
2014,Alberta,2016A000248,Average expenditure per household,Rental of video media,Dollars,
2015,Alberta,2016A000248,Average expenditure per household,Rental of video media,Dollars,
2016,Alberta,2016A000248,Average expenditure per household,Rental of video media,Dollars,
2017,Alberta,2016A000248,Average expenditure per household,Rental of video media,Dollars,
2010,Alberta,2016A000248,Average expenditure per household,Maintenance and repairs of electronic and communications equipment,Dollars,
2011,Alberta,2016A000248,Average expenditure per household,Maintenance and repairs of electronic and communications equipment,Dollars,
2012,Alberta,2016A000248,Average expenditure per household,Maintenance and repairs of electronic and communications equipment,Dollars,
2013,Alberta,2016A000248,Average expenditure per household,Maintenance and repairs of electronic and communications equipment,Dollars,
2014,Alberta,2016A000248,Average expenditure per household,Maintenance and repairs of electronic and communications equipment,Dollars,
2015,Alberta,2016A000248,Average expenditure per household,Maintenance and repairs of electronic and communications equipment,Dollars,
2016,Alberta,2016A000248,Average expenditure per household,Maintenance and repairs of electronic and communications equipment,Dollars,
2017,Alberta,2016A000248,Average expenditure per household,Maintenance and repairs of electronic and communications equipment,Dollars,
2013,Alberta,2016A000248,Average expenditure per household,Movie theatres,Dollars,
2012,Alberta,2016A000248,Average expenditure per household,Live sporting and performing arts events,Dollars,
2013,Alberta,2016A000248,Average expenditure per household,Live sporting and performing arts events,Dollars,
2014,Alberta,2016A000248,Average expenditure per household,Live sporting and performing arts events,Dollars,
2015,Alberta,2016A000248,Average expenditure per household,Live sporting and performing arts events,Dollars,
2016,Alberta,2016A000248,Average expenditure per household,Live sporting and performing arts events,Dollars,
2017,Alberta,2016A000248,Average expenditure per household,Live sporting and performing arts events,Dollars,
2014,Alberta,2016A000248,Average expenditure per household,"Admission fees to museums, zoos and other sites",Dollars,
2016,Alberta,2016A000248,Average expenditure per household,"Admission fees to museums, zoos and other sites",Dollars,
2017,Alberta,2016A000248,Average expenditure per household,"Admission fees to museums, zoos and other sites",Dollars,
2010,Alberta,2016A000248,Average expenditure per household,Other recreational activities and services,Dollars,
2011,Alberta,2016A000248,Average expenditure per household,Other recreational activities and services,Dollars,
2012,Alberta,2016A000248,Average expenditure per household,Other recreational activities and services,Dollars,
2013,Alberta,2016A000248,Average expenditure per household,Other recreational activities and services,Dollars,
2014,Alberta,2016A000248,Average expenditure per household,Other recreational activities and services,Dollars,
2015,Alberta,2016A000248,Average expenditure per household,Other recreational activities and services,Dollars,
2016,Alberta,2016A000248,Average expenditure per household,Other recreational activities and services,Dollars,
2017,Alberta,2016A000248,Average expenditure per household,Other recreational activities and services,Dollars,
2010,Alberta,2016A000248,Average expenditure per household,Motorcycles and snowmobiles (purchase),Dollars,
2014,Alberta,2016A000248,Average expenditure per household,Motorcycles and snowmobiles (purchase),Dollars,
2017,Alberta,2016A000248,Average expenditure per household,Motorcycles and snowmobiles (purchase),Dollars,
2010,Alberta,2016A000248,Average expenditure per household,All-terrain vehicles (purchase),Dollars,
2011,Alberta,2016A000248,Average expenditure per household,All-terrain vehicles (purchase),Dollars,
2012,Alberta,2016A000248,Average expenditure per household,All-terrain vehicles (purchase),Dollars,
2014,Alberta,2016A000248,Average expenditure per household,All-terrain vehicles (purchase),Dollars,
2016,Alberta,2016A000248,Average expenditure per household,All-terrain vehicles (purchase),Dollars,
2017,Alberta,2016A000248,Average expenditure per household,All-terrain vehicles (purchase),Dollars,
2010,Alberta,2016A000248,Average expenditure per household,"Parking, hangar and airport fees, mooring and boat storage and harbour dues",Dollars,
2010,Alberta,2016A000248,Average expenditure per household,Other expenses for recreational vehicles,Dollars,
2011,Alberta,2016A000248,Average expenditure per household,Other expenses for recreational vehicles,Dollars,
2012,Alberta,2016A000248,Average expenditure per household,Other expenses for recreational vehicles,Dollars,
2013,Alberta,2016A000248,Average expenditure per household,Other expenses for recreational vehicles,Dollars,
2014,Alberta,2016A000248,Average expenditure per household,Other expenses for recreational vehicles,Dollars,
2016,Alberta,2016A000248,Average expenditure per household,Other expenses for recreational vehicles,Dollars,
2017,Alberta,2016A000248,Average expenditure per household,Other expenses for recreational vehicles,Dollars,
2010,Alberta,2016A000248,Average expenditure per household,Other educational services,Dollars,
2013,Alberta,2016A000248,Average expenditure per household,Other educational services,Dollars,
2015,Alberta,2016A000248,Average expenditure per household,Other educational services,Dollars,
2016,Alberta,2016A000248,Average expenditure per household,Other educational services,Dollars,
2017,Alberta,2016A000248,Average expenditure per household,Other educational services,Dollars,
2010,Alberta,2016A000248,Average expenditure per household,Textbooks and school supplies,Dollars,
2011,Alberta,2016A000248,Average expenditure per household,Textbooks and school supplies,Dollars,
2012,Alberta,2016A000248,Average expenditure per household,Textbooks and school supplies,Dollars,
2013,Alberta,2016A000248,Average expenditure per household,Textbooks and school supplies,Dollars,
2011,Alberta,2016A000248,Average expenditure per household,Newspapers,Dollars,
2012,Alberta,2016A000248,Average expenditure per household,Newspapers,Dollars,
2015,Alberta,2016A000248,Average expenditure per household,Newspapers,Dollars,
2016,Alberta,2016A000248,Average expenditure per household,Newspapers,Dollars,
2017,Alberta,2016A000248,Average expenditure per household,Newspapers,Dollars,
2016,Alberta,2016A000248,Average expenditure per household,Magazines and periodicals,Dollars,
2017,Alberta,2016A000248,Average expenditure per household,Magazines and periodicals,Dollars,
2010,Alberta,2016A000248,Average expenditure per household,"Maps, sheet music and other printed matter",Dollars,
2013,Alberta,2016A000248,Average expenditure per household,"Maps, sheet music and other printed matter",Dollars,
2014,Alberta,2016A000248,Average expenditure per household,"Maps, sheet music and other printed matter",Dollars,
2016,Alberta,2016A000248,Average expenditure per household,"Maps, sheet music and other printed matter",Dollars,
2017,Alberta,2016A000248,Average expenditure per household,"Maps, sheet music and other printed matter",Dollars,
2010,Alberta,2016A000248,Average expenditure per household,"Services related to reading materials (e.g. duplicating, library fees)",Dollars,
2011,Alberta,2016A000248,Average expenditure per household,"Services related to reading materials (e.g. duplicating, library fees)",Dollars,
2012,Alberta,2016A000248,Average expenditure per household,"Services related to reading materials (e.g. duplicating, library fees)",Dollars,
2013,Alberta,2016A000248,Average expenditure per household,"Services related to reading materials (e.g. duplicating, library fees)",Dollars,
2014,Alberta,2016A000248,Average expenditure per household,"Services related to reading materials (e.g. duplicating, library fees)",Dollars,
2015,Alberta,2016A000248,Average expenditure per household,"Services related to reading materials (e.g. duplicating, library fees)",Dollars,
2016,Alberta,2016A000248,Average expenditure per household,"Services related to reading materials (e.g. duplicating, library fees)",Dollars,
2017,Alberta,2016A000248,Average expenditure per household,"Services related to reading materials (e.g. duplicating, library fees)",Dollars,
2012,Alberta,2016A000248,Average expenditure per household,Other tobacco products and smokers' supplies,Dollars,
2013,Alberta,2016A000248,Average expenditure per household,Other tobacco products and smokers' supplies,Dollars,
2014,Alberta,2016A000248,Average expenditure per household,Other tobacco products and smokers' supplies,Dollars,
2015,Alberta,2016A000248,Average expenditure per household,Other tobacco products and smokers' supplies,Dollars,
2016,Alberta,2016A000248,Average expenditure per household,Other tobacco products and smokers' supplies,Dollars,
2017,Alberta,2016A000248,Average expenditure per household,Other tobacco products and smokers' supplies,Dollars,
2010,Alberta,2016A000248,Average expenditure per household,Self-made alcoholic beverages,Dollars,
